Sample Text;#number;Name;Date;Time;Code;Type;Project;O2 (mg/l);NO3 (mg/l);DOC (mg/l);TOC (mg/l);T (C);pH;eH (mV);EC (uS/cm);Alk (pulses/ 5 ml);Abs. Volume;Total abs. Volume;ICP_Li (ug/l);ICP_Be (ug/l);ICP_B (ug/l);ICP_Na (ug/l);ICP_Mg26 (ug/l);ICP_Al (ug/l);ICP_Si (ug/l);ICP_P (ug/l);ICP_S (ug/l);ICP_K (ug/l);ICP_Ca (ug/l);ICP_Ti (ug/l);ICP_V (ug/l);ICP_Cr (ug/l);ICP_Mn (ug/l);ICP_Fe56 (ug/l);ICP_Fe57 (ug/l);ICP_Co (ug/l);ICP_Ni (ug/l);ICP_Cu (ug/l);ICP_Zn (ug/l);ICP_As (ug/l);ICP_Se (ug/l);ICP_Sr (ug/l);ICP_Mo (ug/l);ICP_Ag (ug/l);ICP_Cd (ug/l);ICP_Sb (ug/l);ICP_Ba (ug/l);ICP_Pb (ug/l);IC_Na (mg/l);IC_NH4 (mg/l);IC_K (mg/l);IC_Mg (mg/l);IC_Ca (mg/l);IC_F (mg/l);IC_Ac (mg/l);IC_Cl (mg/l);IC_NO2 (mg/l);IC_Br (mg/l);IC_NO3 (mg/l);IC_PO4 (mg/l);IC_SO4 (mg/l);ICPOES_PO4 (mg/l);"Compound 1:  Atrazine
";"Compound 2:  Atrazine-d5
";"Compound 3:  Azoystrobin
";"Compound 4:  Bentazone
";"Compound 5:  Bentazone-d7
";"Compound 6:  Boscalid
";"Compound 7:  Chlordiazon
";"Compound 8:  Chlordiazon-Desphenyl
";"Compound 9:  Chlordiazon-Methyl-Desphenyl
";"Compound 10:  Cycloydim
";"Compound 11:  Fluopicolide
";"Compound 12:  Fluopyram
";"Compound 13:  Flutolanil
";"Compound 14:  Glyphosate
";"Compound 15:  Imidacloprid
";"Compound 16:  Imidacloprid-d4
";"Compound 17:  Metamitron
";"Compound 18:  Methoyfenozide
";"Compound 19:  Pencycuron
";"Compound 20:  Pendimethalin
";"Compound 21:  Prochloraz
";"Compound 22:  Pyraclostrobin
";"Compound 23:  Tebuconazole
";"Compound 24:  Trifloystrobin
";"Compound 25:  Trifloystrobin-d6
";"Compound 26:  Clarithromycin
";DA_N-NH4;DA-P-PO4;DA-Alk
PZ3-13;332;PZ3;5-11-2019;17:13;GW;Sample;BST1;;;;;;;;;;;;21.95;0.064;212.432;152690;25862.04;13.714;28658.94;1413.928;92956.48;7110.004;161412.64;3.392;0.91;1.07;1613.342;6822.004;0;19.246;3.448;-0.01;2.586;1.928;2.474;699.894;0.362;-0.132;-0.026;0.114;50.376;1.642;;;;;;0.133;-99;239.599;0.063;0.821;1.532;0.019;137.314;;0.0001;1.0132;0.0322;0.0541;1.1401;0.0047;0.012;3.2374;0.2976;0.0403;0.0172;0.029;0.0132;;0.0177;0.775;0.0045;0.0108;0.003;0.0309;0.0262;0.0022;0.0404;0.0051;0.4763;;0.9997;1.335;326.366
PZ3-14;331;PZ3;6-11-2019;13:40;GW;Sample;BST1;;;;;;;;;;;;21.152;0.016;204.7;138993.32;26569.58;16.198;27448.6;1152.954;103192.98;7147.262;172609.22;2.964;0.898;1.248;1625.7;6760.642;0;19.53;6.706;-0.032;6.268;2.704;0.468;714;0.966;-0.076;-0.23;0.168;51.034;2.392;;;;;;0.133;-99;223.285;0.063;0.719;0.187;0.019;154.429;;0.0001;1.0252;0.0322;0.0492;1.1605;0.0052;0.0127;4.3804;0.5404;0.0472;0.0169;0.0276;0.0132;;0.0148;0.794;0.0024;0.0098;0.0023;0.0211;0.0244;;0.0415;0.0039;0.3946;;0.9992;1.007;321.82
PZ3-15;330;PZ3;6-11-2019;16:40;GW;Sample;BST1;;;16.61;;;;;;;;;19.22;0.02;197.2;129943.72;26367.62;15.278;26633.32;1051.834;104718.64;11700.618;162394.58;3.21;1.02;1.28;1598.956;6652.224;0;21.008;2.062;-0.176;3.048;2.042;1.25;705.004;1.236;-0.046;-0.228;0.162;50.946;0.098;;;;;;0.133;-99;212.037;0.063;0.719;0.187;0.019;162.395;;0;1.0319;0.0285;0.0476;1.1688;0.0038;0.0126;5.364;0.6177;0.0376;0.0168;0.0282;0.0114;;0.0145;0.7904;0.0029;0.0111;0.0023;0.0037;0.0214;;0.038;0.0032;0.5734;;1.0207;0.993;322.235
PZ3-S1;329;PZ3;8-11-2019;08:50;GW;Sample;BST1;;;17.1;;;;;;;;;21.78;0.056;204.578;135139.02;26850.48;16.752;27232.38;1269.286;105200.54;8003.534;170571.9;3.298;1.612;1.36;1625.51;6533.316;0;22.882;2.254;-1.558;4.124;3.95;-0.194;729.782;1.38;-0.046;-0.134;0.17;52.284;0.086;;;;;;0.133;-99;218.709;0.063;0.719;0.102;0.019;154.206;;0;0.9905;0.0257;0.0471;1.1548;;0.0113;5.3172;0.6892;0.0447;0.0137;0.0276;0.0104;;0.0125;0.7664;0.002;0.01;0.0021;0.0157;0.0209;0.0494;0.0334;0.0027;0.4497;;1.0338;1.258;348.124
PZ3-W;328;PZ3;18-11-2019;12:35;GW;Sample;BST1;;;16.17;;;;;;;;;20.558;0.04;203.64;135125.88;28011.96;13.334;26438.1;1673.116;76868.96;8770.446;178029.9;2.88;1.43;1.108;1664.972;7274.648;0;20.402;4.57;1.85;2.57;2.982;1.424;764.602;1.878;0.104;-0.262;0.102;53.43;0.074;;;;;;0.133;-99;263.968;0.063;0.924;0.102;0.019;127.518;;0;1.077;0.015;0.0405;1.1901;;0.0092;5.6162;0.8108;0.0305;0.0082;0.0488;0.0104;;0.0065;0.8309;0.0063;0.0063;0.0021;;0.0141;0.0104;0.0187;;0.5061;;1.0668;1.625;343.554
PZ4-1;327;PZ4;1-11-2019;11:52;GW;Sample;BST1;;;6.84;;;;;;;;;24.185;0.175;196.635;226811.2;73742.65;35.785;27075.33;1739.415;55586.45;13682.525;492449.7;5.86;0.645;2.62;2012.68;15159.83;0;56.435;10.99;-1.1;9.865;1.67;1.97;1620.065;0.055;-0.045;-0.005;-0.03;245.21;2.145;;;;;;0.196;-99;1095.271;0.063;4.222;0.102;0.019;0.848;;;1.0381;0.0073;;0.9084;0.0053;0.0005;0.0116;0.002;0.0017;0.0021;0.0019;0.0045;;0.0029;0.751;0.0148;0.001;0.0022;;0.1034;0.0406;0.0097;0.0053;0.9108;;1.0017;1.308;184.79
PZ4-2;326;PZ4;2-11-2019;11:22;GW;Sample;BST1;;;;;;;;;;;;29.12;0.145;199.11;231679.4;71604.3;23.535;27373.49;2670.125;51234.55;15790.49;465018.9;5.82;0.72;2.38;2026.49;16428.525;0;55.34;7.61;-3.085;9.55;2.875;4.58;1571.665;0.105;0.03;0.285;-0.03;257.22;2.18;;;;;;0.165;-99;1081.338;0.063;4.12;0.102;0.019;0.79;;0.0013;1.054;0.032;;0.8654;0.0152;0.0048;;0.0018;0.0025;0.0082;0.016;0.0416;;0.0072;0.7385;0.006;0.0029;0.0069;0.0641;0.1198;0.0584;0.0371;0.0102;0.83;;0.9936;2.359;211.815
PZ4-3;325;PZ4;2-11-2019;15:03;GW;Sample;BST1;;;9.75;;;;;;;;;21.46;0.028;196.65;208198.2;55749.88;14.082;25477.46;2653.29;42738.04;12337.51;365836;4.152;1.388;1.364;1675.284;12296.396;0;21.912;3.52;1.65;6.614;9.344;3.886;1274.262;1.764;-0.074;-0.13;0.132;224.688;1.71;;;;;;0.196;-99;839.613;0.063;3.102;0.946;0.019;51.691;;0.0022;1.036;0.0807;0.0122;0.9162;0.0185;0.0226;3.5439;0.529;0.0107;0.0179;0.1364;0.1275;;0.0146;0.7282;0.0029;0.0071;0.0126;;0.1706;0.0022;0.0914;0.0145;0.7229;;0.8482;2.533;253.228
PZ4-4;324;PZ4;2-11-2019;18:00;GW;Sample;BST1;;;;;;;;;;;;17.61;-0.002;226.768;125005.96;32806.22;16.818;23440.16;2747.882;123898.7;9334.836;217475.6;3.262;2.61;1.46;964.812;6421.352;0;22.468;4.472;-0.56;6.782;16.134;0.184;732.932;6.118;-0.014;-0.102;0.562;123.146;0.126;;;;;;0.258;-99;259.536;0.111;0.821;4.745;0.019;182.487;;0.0008;1.0327;0.087;0.0503;0.9977;0.0476;0.0522;9.6796;1.6976;0.0539;0.0118;0.5102;0.4048;;0.0148;0.802;0.0047;0.0087;0.0112;0.0769;0.1491;0.0207;0.1133;;0.5169;;0.6909;2.68;290.48
PZ4-5;323;PZ4;3-11-2019;10:48;GW;Sample;BST1;;;;;;;;;;;;17.762;0.018;239.074;89796.58;30700.36;18.734;22556.38;1761.274;136669.14;8994.948;195362.12;3.042;1.56;1.436;762.652;4237.686;0;24.176;8.326;-0.992;6.494;15.294;3.34;676.196;7.544;-0.102;-0.096;0.946;105.998;1.722;;;;;;0.258;-99;147.176;0.111;0.317;5.96;0.019;216.854;;0;1.0483;0.0182;0.066;0.9962;0.0567;0.0532;10.4191;1.9536;0.0424;0.0037;0.6689;0.2803;;0.0193;0.8488;0.0036;0.0137;0.0024;;0.0243;0.0019;0.0552;0.0022;0.6745;;0.6605;1.845;299.189
PZ4-6;322;PZ4;3-11-2019;13:45;GW;Sample;BST1;;;;;;;;;;;;18.762;0.036;238.292;89547.38;30841.08;12.73;22362.94;2077.564;130016.22;18883.488;195473.3;2.942;2.448;1.484;664.03;3368.312;0;21.72;5.21;-0.752;4.934;18.712;3.564;684.766;7.77;-0.048;-0.08;1.01;130.884;0.95;;;;;;0.288;-99;147.481;0.111;0.317;7.245;1.346;217.6;;0.0001;1.0446;0.0149;0.0616;1.0158;0.0712;0.0493;10.9241;2.0196;0.052;0.0028;0.7269;0.2749;0.0446;0.0231;0.8397;0.0021;0.0143;0.0022;0.0882;0.0232;0.0093;0.0458;0.0039;0.4427;;0.5391;2.155;349.795
PZ4-7;321;PZ4;3-11-2019;16:45;GW;Sample;BST1;;;24.69;;;;;;;;;19.158;0.106;234.126;89447.44;31642.72;15.582;22074.86;2712.73;131080.16;22278.84;184442.08;2.942;2.172;1.428;591.054;2763.456;0;23.774;7.3;1.102;3.03;21.618;2.15;668.766;8.17;-0.102;-0.12;1.114;137.822;0.914;;;;;;0.288;-99;147.882;0.111;0.317;7.964;3.584;209.657;;0;1.0567;0.0111;0.0629;1.0125;0.0661;0.0538;10.7742;2.1137;0.0442;0.0022;0.7569;0.2703;;0.0221;0.8399;0.0018;0.0157;0.0021;;0.0215;0.0031;0.0356;0.0028;0.5569;;0.516;2.89;312.083
PZ4-8;320;PZ4;4-11-2019;10:10;GW;Sample;BST1;;;;;;;;;;;;33.504;0.052;230.138;89288.12;31961.56;13.144;21855.36;1387.98;125303.38;37351.08;178995.7;2.54;1.91;1.258;481.82;1455.094;0;22.384;6.722;-3.036;4.918;9.422;3.278;699.776;8.526;-0.044;-0.194;1.134;172.082;0.152;;;;;;0.288;-99;145.918;0.111;0.317;6.523;1.834;212.089;;;0.9744;0.0099;0.0614;0.9952;0.0691;0.0497;11.7541;2.2017;0.0582;0.0029;0.8696;0.3252;;0.0262;0.7966;0.002;0.016;0.0022;0.1064;0.0239;0.0026;0.0304;0.0052;0.4036;;0.3043;1.343;349.964
PZ4-9;319;PZ4;4-11-2019;13:10;GW;Sample;BST1;;;;;;;;;;;;29.338;0.102;232.604;92214.38;33173.66;16.634;22062.66;1556.69;140242.84;50428.72;184297.24;2.738;2.018;1.168;481.022;1230.83;0;23.712;4.596;1.442;3.294;16.554;2.83;725.792;8.89;-0.016;-0.068;1.158;208.278;1.736;;;;;;0.288;-99;150.587;0.111;0.417;7.485;2.526;218.254;;0;1.0571;0.0075;0.0596;1.0986;0.0616;0.0433;10.9051;2.165;0.0443;0.0028;0.8057;0.2647;;0.0279;0.8264;0.0015;0.0117;0.0021;0.0534;0.0176;0.0019;0.0251;0.0041;0.5419;;0.1887;1.635;347.075
PZ4-10;318;PZ4;4-11-2019;16:05;GW;Sample;BST1;;;;;;;;;;;;22.226;0.078;236.734;90682.2;33549.48;16.722;22162.3;2249.18;136178.4;55598.36;186399.24;3.134;2.556;1.202;443.758;1010.88;0;23.846;7.018;2.112;2.554;19.256;3.174;706.006;8.744;-0.102;-0.146;1.25;223.546;2.512;;;;;;0.319;-99;147.558;0.111;0.317;7.325;4.733;215.827;;0;1.0764;0.006;0.0565;1.0928;0.0534;0.0474;11.1766;2.1848;0.0464;0.0015;0.8016;0.2666;;0.0291;0.8478;0.0067;0.0093;0.0023;0.0606;0.0119;0.0018;0.0226;;0.5754;;0.0922;2.278;359.185
PZ4-11;317;PZ4;5-11-2019;08:47;GW;Sample;BST1;;;25.34;;;;;;;;;15.67;0.044;225.692;86824.48;32342.98;12.452;21647.04;1420.542;126384.16;53359.9;168609.34;2.53;2.42;1.272;349.866;563.412;0;26.37;7.37;0.43;2.22;10.276;2.342;653.814;7.99;-0.074;-0.224;1.078;201.042;0.958;;;;;;0.319;-99;144.946;0.063;0.317;6.845;3.584;215.173;;0;1.0808;0.0055;0.0535;1.0973;0.0515;0.0512;11.4727;2.2302;0.0442;0.0025;0.7805;0.2889;0.0021;0.0272;0.8571;0.0022;0.0119;0.0021;0.031;0.0124;0.0026;0.0195;;0.5374;;0.1108;1.633;368.385
PZ4-12;316;PZ4;5-11-2019;11:45;GW;Sample;BST1;;;;;;;;;;;;13.762;0.038;231.378;88399.06;32641.98;14.218;21854.26;1802.274;131952.5;55826.18;178342.78;2.962;2.558;1.416;336.16;466.12;0;24.766;7.546;2.548;2.758;12.972;4.576;647.624;8.508;0.016;-0.19;1.108;202.46;0.998;;;;;;0.349;-99;144.202;0.111;0.317;8.123;4.362;208.534;;0;1.0963;0.0049;0.0592;1.088;0.0442;0.0436;11.1232;2.2408;0.0471;0.0024;0.7502;0.2605;;0.0316;0.8537;0.0035;0.0124;0.0021;0.0901;0.0131;0.002;0.0196;0.0026;0.4983;;0.0773;1.905;369.278
PZ4-13;315;PZ4;5-11-2019;14:45;GW;Sample;BST1;;;;;;;;;;;;14.144;0.054;231.9;89959.3;33417.22;15.074;22090.64;2429.956;128748.72;53636.58;178156.04;2.702;3.376;1.21;324.528;397.376;0;23.692;10.406;1.084;3.712;16.19;1.514;661.87;8.75;-0.1;-0.208;1.244;199.938;0.178;;;;;;0.349;-99;143.286;0.111;0.317;8.68;5.965;210.25;;0.0002;1.094;0.0059;0.0542;1.0783;0.0591;0.0502;11.3087;2.3315;0.0414;0.0023;0.746;0.328;0;0.0284;0.8611;0.0029;0.0116;0.0021;0.0863;0.0147;0.0059;0.018;0.0038;0.5778;;0.0647;2.502;361.998
PZ4-14;314;PZ4;6-11-2019;10:35;GW;Sample;BST1;;;;;;;;;;;;15.672;0.034;230.802;88426.18;33192.42;16.57;21681.38;1622.114;131729.72;55924.98;186456.94;2.68;2.294;1.29;278.86;246.28;0;23.622;10.57;4.804;4.43;9.29;2.468;652.984;8.188;-0.014;-0.17;1.112;182.904;0.172;;;;;;0.349;-99;146.585;0.063;0.317;6.041;4.173;216.294;;0.0001;1.0933;0.0048;0.0593;1.1039;0.0505;0.0474;11.7084;2.2627;0.0605;0.0025;0.7582;0.3397;;0.0255;0.8435;0.003;0.0104;0.0021;0.0557;0.0141;0.0035;0.0161;0.0062;0.4309;;0.0629;1.653;359.102
PZ4-15;313;PZ4;6-11-2019;14:10;GW;Sample;BST1;;;25.54;;;;;;;;;14.34;0.086;232.622;91853.94;33863;17.42;21598.52;2042.988;134340.88;54554.78;188225.08;2.83;3.276;1.268;271.056;214.09;0;25.25;11.088;5.122;6.202;13.672;0.902;667.44;8.762;0.02;-0.298;1.148;183.566;1.04;;;;;;0.379;-99;153.159;0.063;0.317;7.245;5.447;220.243;;0;1.1016;0.0053;0.0633;1.0949;0.0522;0.0523;10.8957;2.263;0.0446;0.0021;0.727;0.3264;;0.0254;0.8549;0.0026;0.0139;0.0021;0.1236;0.0162;0.0025;0.0179;0.0046;0.5864;;0.0768;2.11;375.963
PZ4-S1;312;PZ4;8-11-2019;09:34;GW;Sample;BST1;;;24.64;;;;;;;;;13.668;0.056;234.552;93078.3;33370.76;13.37;21441.78;965.386;133671;54647.56;171920.54;2.942;1.972;1.098;256.944;224.134;0;24.468;12;-1.356;5.03;8.412;1.848;637.916;8.52;-0.074;-0.118;1.108;168.022;1.716;;;;;;0.379;-99;152.664;0.063;0.417;0.862;2.526;221.02;;0;1.1092;0.0042;0.0577;1.1333;0.0575;0.0486;11.3494;2.1959;0.055;0.0023;0.7463;0.3272;;0.0248;0.8685;0.0025;0.0099;0.0023;0.096;0.0121;0.0106;0.014;0.0026;0.5213;;0.0665;1.013;370.736
PZ4-W;311;PZ4;18-11-2019;13:20;GW;Sample;BST1;;;25.3;;;;;;;;;13.962;0.1;232.838;92020.58;35124.16;19.28;21776.6;2796.57;142171.92;54557.74;184522.1;3.674;2.272;1.65;361.998;1026.504;0;22.844;4.664;0.586;2.758;33.378;3.262;690.404;9.41;-0.014;-0.224;0.842;175.648;0.168;;;;;;0.409;-99;150.778;0.063;0.417;0.102;6.305;222.201;;0;1.1059;0.004;0.0582;1.1298;0.0459;0.0505;10.8524;2.1828;0.048;0.0026;0.703;0.3002;;0.0259;0.8587;0.0095;0.0105;0.0021;0.0168;0.0112;;0.0118;0.0047;0.5876;;0.0975;2.827;388.888
PZ5-1;310;PZ5;1-11-2019;12:22;GW;Sample;BST1;;;3.67;;;;;;;;;40.57;0.12;209.6;192448.1;140385.4;85.71;24702.36;1634.45;129765.9;19270.8;876053.1;7.77;1.25;4.51;4063.04;24448.36;0;120.4;11.3;0.79;10.15;0.5;6.04;2941;0.07;-0.24;-1.37;1.2;295.5;8.14;;;;;;0.288;-99;1790.893;0.063;7.442;0.102;0.019;1.196;;0.0007;1.0757;0.0048;0.001;0.7365;0.0102;0.0012;0.0168;0.0025;0.0027;0.0015;0.0027;0.0041;;0.0017;0.8265;0.0203;0.0011;0.0039;0.0151;0.1356;0.0156;0.0061;0.0029;0.7015;;1.159;1.249;216.28
PZ5-2;309;PZ5;2-11-2019;11:52;GW;Sample;BST1;;;;;;;;;;;;43.75;0.42;211.2;190480.6;140516.9;51.24;25683.01;2112.55;147416.7;22533.83;891326;8.12;-1.02;5.01;4107.21;24930;0;126.67;10.54;-12.36;10.28;0.91;4.31;2842.65;0.17;-0.08;-0.89;-0.03;298.07;0.26;;;;;;0.258;-99;1775.844;0.063;7.342;0.102;0.019;0.906;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1194;1.479;246.14
PZ5-3;308;PZ5;2-11-2019;15:32;GW;Sample;BST1;;;3.91;;;;;;;;;12.17;0.15;11.08;-4108.75;71.4;36.11;474.07;993.3;137768.4;1309.99;29.64;1.54;-1.74;3.33;0.39;45.13;0;128.48;0.03;-26.88;-4.55;-0.32;13.46;1.33;-0.01;0.54;-0.63;-0.11;1.12;4.08;;;;;;0.258;-99;1788.789;0.063;7.442;0.102;0.019;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.205;1.353;172.908
PZ5-4;307;PZ5;2-11-2019;18:30;GW;Sample;BST1;;;;;;;;;;;;46.125;0.03;301.325;292333.15;208859.3;25.155;37034.66;2418.195;58826.2;29509.585;1223974;11.705;1.245;3.17;6052.14;36606.085;0;64.08;8.45;-11.16;12.755;2.64;2.2;4332.035;0.185;-0.26;-0.32;-0.045;474.445;0.185;;;;;;0.258;-99;1807.133;0.063;7.641;0.102;0.019;1.254;;0.0033;1.1337;0.0161;0.0091;0.6991;0.0043;0.0149;0.1223;0.0051;0.0063;0.0071;0.013;0.0034;;0.0019;0.8799;0.0179;0.004;0.0022;0.0003;0.0531;0.0495;0.0238;0.0035;0.9188;;1.2556;1.398;258.342
PZ5-5;306;PZ5;3-11-2019;11:18;GW;Sample;BST1;;;;;;;;;;;;26.045;0.04;211.475;183524.4;127487.35;19.665;25443.995;1686.11;89074.5;20148.675;762715;8.135;-0.14;2.19;3606.585;21922.35;0;67.58;9.055;-2.975;13.07;0.6;4.295;2564.41;1.255;0.25;-0.535;0.055;266.96;0.235;;;;;;0.288;-99;1580.91;0.063;6.442;0.272;0.019;42.184;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1022;1.207;274.146
PZ5-6;305;PZ5;3-11-2019;14:15;GW;Sample;BST1;;;;;;;;;;;;29.34;0.13;216.9;180447.4;120399.05;29.11;25221.465;1468.08;96599.15;19101.615;716054.5;7.765;0.035;2.08;3352.29;20335.62;0;65.235;15.56;-10;9.035;0.88;3.935;2388.17;2.055;-0.265;-0.205;0.095;250.805;2.095;;;;;;0.288;-99;1475.986;0.063;5.939;0.778;0.019;59.482;;0.0013;1.1329;0.0098;0.0234;0.6981;0.0149;0.021;4.399;0.6236;0.0145;0.0042;0.1562;0.0683;;0.0051;0.7983;0.0101;0.0043;0.0022;0.0006;0.0228;0.0097;0.0165;0.003;0.9158;;0.9862;1.099;267.077
PZ5-7;304;PZ5;3-11-2019;17:14;GW;Sample;BST1;;;10.02;;;;;;;;;31.07;-0.005;219.325;157690.35;100567.35;29.33;24888.085;1498.71;114668;17390.355;594259;6.73;1.255;2.35;2790.115;17026.395;0;65.92;5.68;-7.795;4.83;3.365;5.155;1992.33;2.64;-0.125;-0.57;0.135;212.63;2.1;;;;;;0.319;-99;1230.261;0.063;4.729;2.198;0.019;96.194;;0.0009;1.1225;0.0075;0.0294;0.7159;0.0203;0.0247;6.2843;0.9166;0.0221;0.0034;0.2525;0.1204;;0.0068;0.8022;0.0115;0.0051;0.0021;;0.0265;0.0022;0.0147;0.0024;0.8149;;0.9637;1.087;247.418
PZ5-8;303;PZ5;4-11-2019;10:40;GW;Sample;BST1;;;;;;;;;;;;26.655;0.025;225.94;135903.45;72384.85;19.27;24272.995;1369.905;152538.15;13751.445;455085;4.9;-0.115;2.235;1986.355;10690.565;0;65.905;8.07;-12.18;5.13;3.56;10.205;1459.595;4.9;0.23;-0.305;0.24;146.465;2.035;;;;;;0.349;-99;786.039;0.063;2.898;2.198;0.019;147.302;;0.0005;1.11;0.0065;0.0413;0.7643;0.0285;0.04;9.5857;1.6184;0.0344;0.0036;0.437;0.1852;;0.0124;0.7828;0.0148;0.0092;0.0021;;0.0175;0.0017;0.012;0.0024;0.7721;;0.7828;0.734;285.329
PZ5-9;302;PZ5;4-11-2019;13:40;GW;Sample;BST1;;;;;;;;;;;;25.105;0.125;231.475;127562.5;65655.65;25.35;24260.335;1177.72;148956.7;13520.7;379680.9;4.335;1.925;2.545;1742.87;9296.84;0;68.63;8.965;-9.55;4.475;2.775;-1.44;1292.905;5.56;-0.34;-0.565;0.335;133.47;1.965;;;;;;0.409;-99;672.36;0.063;2.387;3.765;0.019;160.239;;0.0006;1.1231;0.0049;0.0463;0.8242;0.0306;0.0451;9.629;1.7262;0.0361;0.0034;0.4993;0.1759;;0.012;0.8057;0.0081;0.0104;0.0021;;0.0127;0.0024;0.0106;0.0021;0.7575;;0.836;0.781;293.273
PZ5-10;301;PZ5;4-11-2019;16:35;GW;Sample;BST1;;;;;;;;;;;;18.734;0.05;226.984;119018.5;57045.32;10.504;23550.1;1120.562;125536.44;10542.176;351176.6;4.006;1.262;1.404;1493.61;7966.334;0;27.376;8.686;-4.104;11.994;5.098;2.578;1128.74;6.198;-0.048;-0.122;0.446;116.568;1.6;;;;;;0.409;-99;562.248;0.063;1.976;4.175;0.019;173.879;;0.0006;1.1138;0.0042;0.0501;0.8489;0.0423;0.0403;10.119;1.8332;0.0459;0.0028;0.5636;0.2094;;0.0146;0.8154;0.0108;0.0105;0.0023;;0.0156;0.0018;0.01;0.0024;0.5823;;0.6929;0.886;297.003
PZ5-11;300;PZ5;5-11-2019;09:17;GW;Sample;BST1;;;18.69;;;;;;;;;20.044;0.02;232.312;111516.5;50998.16;12.842;22834.3;735.672;122363.94;14344.136;303481.8;3.814;0.978;1.134;1289.54;5579.014;0;26.402;7.672;-2.454;3.322;4.542;2.44;1035.97;7.042;-0.074;-0.134;0.512;111.988;0.076;;;;;;0.409;-99;459.332;0.063;1.565;1.03;0.019;182.55;;0.0004;1.0962;0.0041;0.0535;0.994;0.0465;0.0416;10.7879;1.9754;0.0468;0.0008;0.6557;0.2365;;0.0192;0.8152;0.0046;0.0115;;;0.0111;0.0018;0.0099;0.0037;0.5346;;0.665;0.655;303.81
PZ5-12;299;PZ5;5-11-2019;12:15;GW;Sample;BST1;;;;;;;;;;;;19.072;0.034;232.224;110250.74;49619.02;14.666;23121.02;687.388;128270.74;13865.2;289699.4;3.766;1.074;1.336;1240.35;5394.448;0;27.738;6.186;-2.934;3.872;4.966;1.734;1031.162;7.55;-0.048;-0.022;0.564;111.234;0.854;;;;;;0.409;-99;432.382;0.063;1.463;1.616;0.019;186.671;;0.0004;1.1138;0.0043;0.0482;1.0002;0.0537;0.0428;10.7631;1.9886;0.0503;0.0033;0.6827;0.2722;;0.0182;0.8346;0.0066;0.0102;0.0021;0.0543;0.0162;0.0072;0.0094;0.0042;0.507;;0.6269;0.593;325.246
PZ5-13;298;PZ5;5-11-2019;15:15;GW;Sample;BST1;;;;;;;;;;;;17.876;0.046;229.67;107180.02;48048.46;9.788;22755.2;640.684;124135.32;15072.208;287666.6;3.762;1.434;1.186;1157.036;4943.89;0;27.142;9.834;-1.358;4.4;5.404;2.902;971.748;7.502;0.04;-0.12;0.508;109.314;0.086;;;;;;0.438;-99;418.247;0.063;1.36;1.699;0.019;189.374;;0.0005;1.1216;0.0035;0.0494;0.985;0.0465;0.0435;10.5338;1.9745;0.0558;0.0026;0.6688;0.2429;;0.0189;0.8468;0.0019;0.0112;0.0021;;0.0133;0.0032;0.0089;0.0029;0.4545;;0.6247;0.602;324.44
PZ5-14;297;PZ5;6-11-2019;11:05;GW;Sample;BST1;;;;;;;;;;;;17.7;0.03;236.746;106690.56;45825.42;13.2;22875.08;640.128;132867;18450.39;275278.4;3.394;1.398;1.146;1097.632;3761.908;0;27.722;8.486;-1.386;6.24;5.55;2.3;959.736;8.046;-0.162;-0.168;0.568;110.61;1.666;;;;;;0.438;-99;349.942;0.063;1.131;0.102;0.019;193.862;;0.0004;1.1153;0.0037;0.0495;0.9873;0.0476;0.0444;11.2735;2.0424;0.0513;0.0024;0.6805;0.2805;;0.023;0.859;0.0101;0.0096;0.0021;0.0137;0.0128;;0.0094;0.0029;0.4986;;0.5585;0.565;333.227
PZ5-15;296;PZ5;6-11-2019;14:40;GW;Sample;BST1;;;21.74;;;;;;;;;16.798;0.09;237.326;103796.12;43419.74;13.94;23071.54;730.52;129652.62;18139.8;252190.2;3.114;1.4;1.294;1029.582;3571.922;0;29.456;11.758;-0.216;5.73;6.326;3.106;901.36;8.144;-0.044;-0.072;0.604;106.562;0.118;;;;;;0.438;-99;312.29;0.063;0.924;0.102;0.019;200.253;;0.0003;1.1003;0.0037;0.054;0.9685;0.0562;0.0438;11.3194;2.0236;0.0486;0.0029;0.7015;0.3162;;0.0225;0.8441;0.0016;0.0094;0.0021;0.0766;0.0173;;0.009;0.0039;0.5164;;0.5525;0.695;332.083
PZ5-S1;295;PZ5;8-11-2019;10:20;GW;Sample;BST1;;;22.09;;;;;;;;;18.42;0.048;229.546;98465.16;41040.02;12.266;21985.3;1387.646;135312.74;24171.98;235138.6;3.596;1.918;1.328;953.236;3317.746;0;29.02;8.772;0.182;3;12.39;2.358;855.85;8.244;-0.104;-0.234;0.65;114.354;0.846;;;;;;0.468;-99;286.15;0.063;0.924;0.102;0.019;207.442;;0.0002;1.0821;0.0036;0.0525;0.9596;0.0566;0.0436;11.7385;2.1609;0.0684;0.0023;0.7346;0.3137;;0.0227;0.827;0.005;0.0093;0.0021;;0.0108;0.0026;0.0091;0.0024;0.3923;;0.473;1.424;342.965
